285	2181	ᑮᓇᐅᔭᑎᒍᑦ
286	2171	ᐅᖃᐅᓯᓕᕆᓂᕐᒧᑦ
287	2171	ᑭᐅᔾᔪᑏᑦ
288	2165	ᑲᔪᓯᔪᖅ
289	2161	ᑲᖏᖅᖠᓂᕐᒥ
290	2157	ᖃᓄᑎᒋ
291	2157	ᐃᓛᓐᓂᒃᑯᑦ
292	2157	ᑕᐃᒃᑯᓂᖓ
293	2153	ᓴᖅᑭᑕᐅᓂᖏᑦ
294	2151	ᐅ
295	2150	ᑭᕙᓪᓕᕐᒥ
296	2140	ᐊᓯᖏᓐᓄᑦ
297	2130	ᓄᓇᓕᖕᓄᑦ
298	2102	ᒪᓃᑦᑐᖅ
299	2098	ᐃᓄᒃᑎᑐᑦ
300	2093	ᖃᖓ
301	2089	ᐊᖓᔪᖅᑳᑦ
302	2089	ᐃᕝᔭᕈᑕᐃᓚᒃ
303	2088	ᒪᒃᓚᐃᓐ
304	2087	ᐅᖃᓕᒫᖅᑕᐅᓂᖓ
305	2086	ᐃᓚᖓᑦ
306	2084	ᐅᓪᓗᒥᒧᑦ
307	2084	ᐅᕙᑦᑎᓐᓄᑦ
308	2083	ᐊᖓᔪᖅᑳᑉ
309	2073	ᒥᓂᔅᑖ
310	2062	ᒪᓕᒐᓕᐅᖅᑎᐅᖃᑎᒃᑲ
311	2049	ᐃᒡᓗᓕᕆᔨᕐᔪᐊᒃᑯᑦ
312	2047	ᓄᑦ
313	2036	ᐊᑕᐅᓯᖅ
314	2035	ᖃᓄᐃᑦᑐᓂᒃ
315	2030	ᑲᖏᖅᖠᓂᐅᑉ
316	2015	ᐃᓄᓕᕆᔨᒃᑯᑦ
317	2012	ᐊᕙᑎᓕᕆᓂᕐᒧᑦ
318	2010	ᑖᒃᑯᓇᓂ
319	2009	ᒥᓂᔅᑕᕆᔭᐅᔪᖅ
320	2009	ᐅᕙᓐᓄᑦ
321	2008	ᐊᓚᑲᓐᓄᐊᖅ
322	2004	ᐅᓂᒃᑳᑦ
323	1996	ᑕᕝᕘᓇ
324	1995	ᒪᓕᒐᓕᐅᖅᑎᑦ
325	1970	ᐊᐅᓚᔾᔪᑏᑦ
326	1966	ᐊᒥᓱᑦ
327	1949	ᑮᓇᐅᔭᓄᑦ
328	1948	ᒥᓂᔅᑕᖓᓐᓄᑦ
329	1928	ᐅᓐᓄᓴᒃᑯᑦ
330	1926	ᓄᑕᕋᒃ
331	1914	ᓲᔪᖅ
332	1895	ᑎᑎᕋᖅᑎ
333	1883	ᐃᓚᒋᐊᕈᑏᑦ
334	1876	ᑭᐅᔾᔪᑎᒃ
335	1875	ᑕᐃᑯᖓ
336	1874	ᒪᐃ
337	1866	ᑕᒪᑐᒪ
338	1864	ᓴᖅᑭᑕᐅᔪᖅ
339	1848	ᓂᖅᑐᓇᖅᑐᖅ
340	1842	ᓚᕖᓐᓂᐊ
341	1835	ᓲᖃᐃᒻᒪ
342	1832	ᓄᓇᑦᑎᓐᓂ
343	1826	ᑎᑎᖅᑲᑎᒍᑦ
344	1821	ᐱᒋᐊᖅᑎᑕᒃᓴᓂᑦ
345	1812	ᒥᓂᔅᑑᔪᖅ
346	1811	ᓄᑖᖅ
347	1810	ᐱᓗᐊᖅᑐᒥ
348	1810	ᐃᑦᓯᕙᐅᑕ
349	1807	ᐃᓪᓗᓕᕆᔨᕐᔪᐊᒃᑯᑦ
350	1802	ᓇᖕᒥᓂᖅ
351	1802	ᓄᑖᓂᒃ
352	1801	ᐅᖃᐅᓯᒃᓴᖏᑦ
353	1795	ᐃᓐᓇᐃᑦ
354	1792	ᒪᓕᒐᓕᐅᕐᕕᐅᑉ
355	1786	ᒫᓐᓇᒧᑦ
356	1781	ᑯᑦ
357	1773	ᐅᓂᒃᑳᖅ
358	1765	ᑐᓵᔨ
359	1760	ᑕᐃᒃᑯᐊᓗ
360	1754	ᑕᒪᑐᒪᓂ
361	1734	ᑖᓂᐅᓪ
362	1730	ᑲᑎᒪᓂᖅ
363	1728	ᐊᑭᖏᑦ
364	1719	ᔮᓐ
365	1718	ᓇᓗᓇᓐᖏᑦᑐᖅ
366	1717	ᑲᑎᒪᔾᔪᑎᔅᓴᖅ
367	1716	ᒪᓕᒐᓕᐅᖅᑎᐅᖃᑎᒐ
368	1708	ᒪᓕᒐᐃᑦ
369	1707	ᖁᔭᓐᓇᒦ
370	1694	ᓄᓇᕗᒻᒧᑦ
371	1693	ᐃᓪᓚᖅᑐᑦ
372	1682	ᐆᑦᑑᑎᒋᓗᒍ
373	1672	ᐱᒋᐊᖅᑎᑦᑎᕗᖓ
374	1668	ᐊᑐᓂ
375	1661	ᓄᑖᒥᒃ
376	1658	ᐅᐱᓐᓇᕋᓂ
377	1658	ᐃᓐᓇᕐᓄᑦ
378	1657	ᕿᑭᖅᑖᓘᑉ
379	1646	ᒪᓕᒐᓕᐅᖅᑎᓄᑦ
380	1643	ᑖᒻ
381	1635	ᑕᒪᐅᖓ
382	1634	ᐊᐅᓚᑦᑎᓂᕐᒧᑦ
383	1633	ᔫᓂ
384	1630	ᐊᕐᕌᒍ
385	1627	ᔮᒃ
386	1627	ᑖᓐᓇᖃᐃ
387	1618	ᐊᐱᕆᔪᒪᔭᕋ
388	1615	ᐱᓪᓗᒋᑦ
389	1592	ᖁᓪᓕᖅ
390	1586	ᑕᒪᓐᓇᓗ
391	1583	ᒐᕙᒪᒃᑯᖏᓐᓄᑦ
392	1582	ᖃᓪᓗᓈᑎᑐᑦ
393	1582	ᐋᖁᐊᖅ
394	1581	ᐱᒋᐊᖅᑎᑕᖅ
395	1574	ᑲᑎᓪᓗᒋᑦ
396	1570	ᑖᓐᓇᓗ
397	1569	ᖃᓄᐃᒻᒪᑦ
398	1569	ᐅᖃᖅᑲᐅᒻᒪᑦ
399	1569	ᐱᕙᓪᓕᐊᔪᓕᕆᔨᒃᑯᑦ
400	1566	ᖁᔭᓐᓇᒦᖅᐸᕋ
401	1562	ᖁᔭᓐᓇᒦᓪᓗ
402	1561	ᐊᓯᖏᓐᓂ
403	1550	ᑖᔅᓱᒪ
404	1544	ᐃ
405	1544	ᖃᓄᕐᓕ
406	1537	ᒥᓂᔅᑕᖓᑦ
407	1535	ᐊᑭᑐᔪᓄᑦ
408	1532	ᐋᓐᓂᐊᖃᕐᓇᖏᑦᑐᓕᕆᔨᒃᑯᑦ
409	1530	ᑐᕌᖓᔪᑦ
410	1517	ᑲᑎᒪᔨᕋᓛᖑᔪᑦ
411	1508	ᓄᓇᕗᒻᒥᐅᓄᑦ
412	1506	ᓱᒻᒪᑦ
413	1503	ᓱᕐᓗ
414	1502	ᓄᑖᑦ
415	1499	ᑕᒪᕐᒥᒃ
416	1488	ᐱᖓᓱᑦ
417	1487	ᖁᔭᓐᓇᒦᖑᔪᑎᑦ
418	1482	ᐊᕙᑎᓕᕆᔨᒃᑯᑦ
419	1478	ᒪᓕᓪᓗᒍ
420	1474	ᒪᓕᒐᓕᕆᓂᕐᒧᑦ
421	1468	ᑎᑎᕋᖅᓯᒪᓂᖓ
422	1467	ᖃᓪᓗᓈᑦ
423	1463	ᐱᒋᐊᖅᑎᑕᐃᑦ
